Date,close,type,p-b change,bar,ma9,ma50,ma3,ma20,zigzag,zz trend,ema12,ema26,MACD,signal,slope MACD,slope signal,buy pt,ma3 above ma9,ma20 above ma50,day of interest
2022-08-01,10.470000267028809,,,,10.054444524976942,9.108800029754638,10.316666920979818,9.767500019073486,-1,,9.931489059265367,9.660145459885927,0.2713435993794402,0.20388466639223116,,,False,True,True,
2022-08-02,10.920000076293945,,,,10.14444457160102,9.161000022888183,10.580000241597494,9.810000038146972,0,1.0,10.083567677269762,9.753468024064299,0.33009965320546364,0.22912766375487764,0.05875605382602345,0.025242997362646485,False,True,True,
2022-08-03,11.199999809265137,,,,10.223333464728462,9.223400020599366,10.863333384195963,9.880000019073487,0,1.0,10.255326466807514,9.860618526671768,0.3947079401357456,0.26224371903105126,0.06460828693028198,0.03311605527617362,False,True,True,
2022-08-04,11.319999694824219,,,,10.387777858310276,9.289600009918212,11.146666526794434,9.936999988555907,0,1.0,10.419122348040853,9.968720835423802,0.4504015126170504,0.2998752777482511,0.0556935724813048,0.037631558717199864,False,True,True,
2022-08-05,11.449999809265137,1.0,,0.0,10.58444446987576,9.367600002288818,11.323333104451498,10.000999975204468,1,1.0,10.577718880536898,10.078445203856495,0.4992736766804029,0.3397549575346815,0.048872164063352486,0.039879679786430366,False,True,True,
2022-08-08,9.819999694824219,,,,10.631111145019531,9.404799995422364,10.863333066304525,10.013999938964844,0,-1.0,10.461146698119563,10.059301092076325,0.4018456060432385,0.3521730872363929,-0.09742807063716441,0.012418129701711411,False,True,True,
2022-08-09,9.25,-1.0,-0.19213972453387607,2.0,10.545555538601345,9.422600002288819,10.173333168029785,10.001999950408935,0,-1.0,10.2748164368704,9.999352863033634,0.2754635738367668,0.33683118455646766,-0.1263820322064717,-0.015341902679925246,False,False,True,
2022-08-10,9.59000015258789,1.0,0.036756773252744936,1.0,10.485555542839897,9.437399997711182,9.553333282470703,10.017499971389771,0,-1.0,10.169460085442322,9.969030440037654,0.20042964540466812,0.30955087672610776,-0.07503392843209866,-0.027280307830359896,False,False,True,
2022-08-11,9.420000076293945,-1.0,-0.017726806422215777,1.0,10.382222175598145,9.452199993133545,9.420000076293945,10.043499994277955,0,-1.0,10.054158545573342,9.928361524204787,0.1257970213685553,0.2728001056545973,-0.07463262403611282,-0.03675077107151048,False,False,True,
2022-08-12,9.90999984741211,1.0,0.05201696041927653,1.0,10.319999906751844,9.481199989318847,9.640000025431315,10.086999988555908,0,-1.0,10.031980284317768,9.927001399997922,0.1049788843198467,0.23923586138764716,-0.020818137048708607,-0.03356424426695012,False,False,True,
2022-08-15,9.90999984741211,,,,10.207777659098307,9.493399982452393,9.74666659037272,10.130999994277953,0,-1.0,10.013214063255358,9.925742025732305,0.0874720375230531,0.20888309661472837,-0.017506846796793596,-0.03035276477291879,False,False,True,
2022-08-16,9.739999771118164,,,,10.045555432637533,9.50939998626709,9.853333155314127,10.150999975204467,0,-1.0,9.971181095234252,9.91198334020533,0.059197755028922217,0.17894602829756714,-0.028274282494130887,-0.029937068317161225,False,False,True,
2022-08-17,9.430000305175781,,,,9.835555500454372,9.51840000152588,9.693333307902018,10.117000007629395,0,-1.0,9.887922512148334,9.876280893166104,0.011641618982229929,0.1454851464344997,-0.04755613604669229,-0.03346088186306745,False,False,True,
2022-08-18,9.149999618530273,,,,9.579999923706055,9.518799991607667,9.43999989827474,10.05,0,-1.0,9.77439591313017,9.822482280230117,-0.048086367099946514,0.10677084372761046,-0.05972798608217644,-0.038714302706889234,False,False,True,
2022-08-19,8.510000228881836,,,,9.434444427490234,9.505399990081788,9.03000005086263,9.983500003814697,0,-1.0,9.579873500168889,9.725261387537651,-0.14538788736876285,0.05633909750833581,-0.09730152026881633,-0.050431746219274654,False,False,True,
2022-08-22,8.069999694824219,,,,9.303333282470703,9.493199977874756,8.576666514078775,9.902999973297119,0,-1.0,9.347585222423554,9.60264941029962,-0.2550641878760658,-0.005941559568544509,-0.10967630050730293,-0.06228065707688032,False,False,True,
2022-08-23,8.010000228881836,-1.0,-0.19172549422656532,7.0,9.127777735392252,9.488199977874755,8.196666717529297,9.833500003814697,0,-1.0,9.141802915724828,9.484675396861267,-0.342872481136439,-0.0733277438821234,-0.0878082932603732,-0.0673861843135789,False,False,True,
2022-08-24,8.100000381469727,,,,8.981111102634006,9.497399988174438,8.06000010172526,9.7375,0,-1.0,8.981525602762504,9.382106877202633,-0.40058127444012825,-0.13877844999372438,-0.057708793303689276,-0.06545070611160098,False,False,True,
2022-08-25,8.420000076293945,1.0,0.05118599696586322,2.0,8.815555572509766,9.50939998626709,8.176666895548502,9.651999998092652,0,-1.0,8.89513706022888,9.310839706764952,-0.41570264653607225,-0.19416328930219395,-0.015121372095943997,-0.055384839308469574,False,False,True,
2022-08-26,7.940000057220459,,,,8.596666706932915,9.505799989700318,8.15333350499471,9.531499981880188,0,-1.0,8.748192905919892,9.209296029020916,-0.4611031231010241,-0.24755125606196,-0.04540047656495183,-0.05338796675976604,False,False,True,
2022-08-29,7.809999942779541,,,,8.382222281561958,9.50859998703003,8.056666692097982,9.398499965667725,0,-1.0,8.603855526975222,9.10564446707711,-0.5017889401018873,-0.2983987928699455,-0.04068581700086327,-0.05084753680798548,False,False,False,
2022-08-30,7.789999961853027,,,,8.200000021192762,9.499599990844727,7.846666653951009,9.241999959945678,0,-1.0,8.478646978494885,9.008189318541993,-0.529542340047108,-0.344627502305378,-0.027753399945220636,-0.0462287094354325,False,False,False,
2022-08-31,7.71999979019165,,,,8.04111115137736,9.47979998588562,7.773333231608073,9.067999958992004,0,-1.0,8.361932026448233,8.912767871997524,-0.5508358455492903,-0.38586917095416046,-0.02129350550218234,-0.04124166864878248,False,False,False,
2022-09-01,7.489999771118164,,,,7.9277777671813965,9.449399976730346,7.666666507720947,8.876499962806701,0,-1.0,8.2277886025513,8.807377642302756,-0.5795890397514558,-0.42461314471361955,-0.02875319420216549,-0.038743973759459094,False,False,False,
2022-09-02,7.400000095367432,,,,7.853333367241754,9.408199977874755,7.536666552225749,8.673999977111816,0,-1.0,8.100436524523012,8.70312745364088,-0.6026909291178679,-0.46022870159446927,-0.02310188936641211,-0.03561555688084972,False,False,False,
2022-09-06,7.28000020980835,-1.0,-0.1353919069068899,7.0,7.772222254011366,9.349999990463257,7.390000025431315,8.547000002861022,-1,-1.0,7.974215553028449,8.597710620764397,-0.6234950677359485,-0.49288197482276513,-0.020804138618080614,-0.032653273228295865,False,False,False,
2022-09-07,7.389999866485596,,,,7.6933333079020185,9.305399990081787,7.356666723887126,8.453999996185303,0,1.0,7.884336216637241,8.508250564891894,-0.6239143482546528,-0.5190884495091427,-0.00041928051870421257,-0.026206474686377546,False,False,False,
2022-09-08,7.53000020980835,,,,7.5944444338480634,9.26979998588562,7.400000095367432,8.350999999046326,0,1.0,7.829822984817412,8.435787575626446,-0.6059645908090339,-0.536463677769121,0.017949757445618886,-0.01737522825997828,False,False,False,
2022-09-09,7.789999961853027,,,,7.577777756585015,9.240999994277955,7.570000012715657,8.26949999332428,0,1.0,7.823696365899814,8.387951456087674,-0.5642550901878591,-0.5420219602528686,0.04170950062117473,-0.0055582824837476785,False,False,False,
2022-09-12,8.010000228881836,1.0,0.10027472500480931,4.0,7.600000010596381,9.219800004959106,7.776666800181071,8.174500012397766,0,1.0,7.8523584986662796,8.359955068887242,-0.5075965702209624,-0.5351368822464874,0.05665851996689675,0.006885078006381273,False,True,False,
2022-09-13,7.480000019073486,-1.0,-0.06616731518899538,1.0,7.565555572509766,9.183999996185303,7.760000069936116,8.053000020980836,0,1.0,7.795072578728926,8.294773213345483,-0.49970063461655645,-0.5280496327205012,0.007895935604405935,0.007087249525986161,False,True,False,
2022-09-14,7.630000114440918,,,,7.555555608537462,9.135200004577637,7.706666787465413,7.9475000381469725,0,1.0,7.76967681499231,8.245530761574773,-0.4758539465824638,-0.5176104954928937,0.023846688034092622,0.010439137227607476,False,True,False,
2022-09-15,8.010000228881836,1.0,0.0708556428418296,2.0,7.61333343717787,9.099400005340577,7.706666787465413,7.876500034332276,0,1.0,7.806649647898391,8.22808405544937,-0.4214344075509793,-0.49837527790451086,0.054419539031484554,0.01923521758838287,False,True,False,
2022-09-16,7.78000020980835,-1.0,-0.02871410892651041,1.0,7.655555672115749,9.051400003433228,7.806666851043701,7.808000063896179,0,1.0,7.802549734346077,8.194892659475961,-0.392342925129884,-0.4771688073495855,0.02909148242109527,0.02120647055492536,False,True,False,
2022-09-19,7.860000133514404,1.0,0.010282766265892605,1.0,7.720000108083089,9.005200004577636,7.883333524068196,7.775500059127808,0,1.0,7.811388257295051,8.170085805701031,-0.35869754840598045,-0.4534745555608645,0.03364537672390355,0.023694251788720977,False,True,False,
2022-09-20,7.619999885559082,-1.0,-0.030534382172842548,1.0,7.745555665757921,8.966399993896484,7.753333409627278,7.753000068664551,0,1.0,7.781943892412594,8.12933870050533,-0.34739480809273715,-0.4322586060672391,0.011302740313243298,0.02121594949362543,False,True,False,
2022-09-21,7.690000057220459,1.0,0.009186374371742004,1.0,7.763333426581489,8.93039999961853,7.723333358764648,7.737000060081482,0,1.0,7.767798686998419,8.096795097299044,-0.32899641030062465,-0.4116061669139162,0.018398397792112497,0.020652439153322877,False,False,False,
2022-09-22,7.369999885559082,-1.0,-0.041612505758165184,1.0,7.716666751437717,8.892200002670288,7.559999942779541,7.70050003528595,0,1.0,7.706598871392367,8.042958414947936,-0.3363595435555693,-0.39655684224224685,-0.007363133254944643,0.015049324671669362,False,False,False,
2022-09-23,7.400000095367432,,,,7.6488889588250055,8.862200012207031,7.486666679382324,7.649500036239624,0,1.0,7.659429828926992,7.995331872756788,-0.3359020438297957,-0.3844258825597567,0.0004574997257735802,0.012130959682490172,False,False,False,
2022-09-26,7.53000020980835,,,,7.654444535573323,8.832000017166138,7.433333396911621,7.629000043869018,0,1.0,7.639517579831816,7.960862860686533,-0.32134528085471725,-0.37180976221874884,0.014556762975078463,0.012616120341007842,False,False,False,
2022-09-27,7.630000114440918,,,,7.654444535573323,8.804000024795533,7.520000139872233,7.620000052452087,0,1.0,7.638053354387062,7.936354509112784,-0.2983011547257215,-0.35710804072014335,0.023044126128995757,0.014701721498605491,False,False,False,
2022-09-28,7.940000057220459,,,,7.646666738722059,8.776000022888184,7.700000127156575,7.627500057220459,0,1.0,7.684506693284508,7.936624549713352,-0.25211785642884443,-0.3361100038618836,0.04618329829687706,0.02099803685825974,False,True,False,
2022-09-29,8.079999923706055,,,,7.680000040266249,8.73540002822876,7.8833333651224775,7.645500063896179,0,1.0,7.745351805657053,7.947244947786886,-0.20189314212983245,-0.3092666315154734,0.050224714299011985,0.02684337234641021,False,True,False,
2022-09-30,8.130000114440918,,,,7.710000038146973,8.688200035095214,8.050000031789144,7.677500081062317,0,1.0,7.804528468546879,7.960782367539037,-0.15625389899215758,-0.27866408501081025,0.04563924313767487,0.030602546504663153,False,True,False,
2022-10-03,8.239999771118164,,,,7.778888914320204,8.65620002746582,8.149999936421713,7.7195000648498535,0,1.0,7.871524053557845,7.981465138174527,-0.10994108461668173,-0.24491948493198457,0.04631281437547585,0.03374460007882568,False,True,False,
2022-10-04,8.460000038146973,1.0,0.14789690224061708,8.0,7.864444467756483,8.631800022125244,8.276666641235352,7.778500056266784,0,1.0,7.9620588204177105,8.016912167802115,-0.054853347384404394,-0.20690625742246854,0.055087737232277334,0.03801322750951602,False,True,False,
2022-10-05,8.420000076293945,-1.0,-0.004728127857288839,1.0,7.9811111556159124,8.612200031280517,8.373333295186361,7.8300000667572025,0,1.0,8.032511321321746,8.046770531394102,-0.014259210072356865,-0.1683768479524462,0.04059413731204753,0.03852940947002234,False,True,False,
2022-10-06,8.470000267028809,1.0,0.005938264879074778,1.0,8.100000063578287,8.58120002746582,8.450000127156576,7.877000069618225,1,1.0,8.099817312968986,8.078120882181858,0.02169643078712724,-0.13036219220453152,0.035955640859484106,0.03801465574791468,False,True,False,
2022-10-07,8.149999618530273,,,,8.168888886769613,8.541600017547607,8.34666665395101,7.895000052452088,0,-1.0,8.107537667670723,8.083445233022482,0.024092434648240513,-0.09947126683397711,0.0023960038611132717,0.030890925370554406,False,True,False,
