Date,close,type,p-b change,bar,ma6,ma20,ma3,ma12,zigzag,zz trend,ema12,ema26,MACD,signal,slope MACD,slope signal,buy pt,ma3 above ma6,ma12 above ma20,day of interest
2022-08-01,47.689998626708984,,,,52.32833290100098,55.78299980163574,49.2033322652181,53.52999973297119,-1,,53.202815538243186,54.976436223692126,-1.7736206854489396,-0.6777325829795282,,,False,False,False,
2022-08-02,48.97999954223633,,,,51.12333297729492,54.90099964141846,48.55999883015951,53.052499771118164,0,1.0,52.55315153885751,54.53225572876948,-1.9791041899119648,-0.9380069043660155,-0.2054835044630252,-0.2602743213864873,False,False,False,
2022-08-03,49.650001525878906,,,,50.204999923706055,54.29899978637695,48.77333323160807,52.59666665395101,0,1.0,52.10651307532235,54.1706072692961,-2.0640941939737516,-1.1632243622875627,-0.0849900040617868,-0.22521745792154713,False,False,False,
2022-08-04,51.2599983215332,1.0,,0.0,49.58333269755045,53.7504997253418,49.96333312988281,52.28916645050049,1,1.0,51.97628003627786,53.95500660649885,-1.978726570220985,-1.3263248038742472,0.08536762375276652,-0.16310044158668457,False,True,False,
2022-08-05,50.25,,,,49.47333272298177,53.22299976348877,50.38666661580404,52.024166425069176,0,-1.0,51.71069849223512,53.68056167268412,-1.9698631804490034,-1.4550324791891986,0.008863389771981645,-0.12870767531495142,False,True,False,
2022-08-08,47.66999816894531,,,,49.249999364217125,52.871499633789064,49.72666549682617,51.34666633605957,0,-1.0,51.08905228865207,53.23533474648125,-2.14628245782918,-1.593282474917195,-0.1764192773801767,-0.13824999572799634,False,True,False,
2022-08-09,47.33000183105469,,,,49.18999989827474,52.427499771118164,48.416666666666664,50.759166399637856,0,-1.0,50.51073683363709,52.797902678671875,-2.287165845034785,-1.7320591489407131,-0.140883387205605,-0.13877667402351812,False,False,False,
2022-08-10,47.2599983215332,-1.0,-0.07803355698354925,4.0,48.903333028157554,51.97299976348877,47.41999944051107,50.013333002726235,0,-1.0,50.010623216390336,52.38768754110605,-2.377064324715711,-1.8610601840957128,-0.0898984796809259,-0.12900103515499972,False,False,False,
2022-08-11,49.619998931884766,1.0,0.04993653605942404,1.0,48.898332595825195,51.71899967193603,48.06999969482422,49.551666259765625,0,-1.0,49.95052717262025,52.18267357005262,-2.2321463974323734,-1.935277426763045,0.14491792728333763,-0.0742172426673322,False,False,False,
2022-08-12,48.79999923706055,-1.0,-0.016525588723809992,1.0,48.488332748413086,51.42349967956543,48.55999883015951,49.03583272298177,0,-1.0,49.77352287484183,51.932105100942096,-2.1585822261002647,-1.9799383866304892,0.07356417133210869,-0.04466095986744412,False,True,False,
