,start,end,stock,buy strategy,sell strategy,revenue,trade times,revenue if buy and hold
0,2008-03-01,2009-03-01,AAPL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.030941038875579578,23.0,-0.2663070964813232
1,2008-03-01,2009-03-01,MSFT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.257405865859985,20.0,-0.40108000564575197
2,2008-03-01,2009-03-01,AMZN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.41017188215732603,20.0,0.03779540977478028
3,2008-03-01,2009-03-01,NVDA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.3852089167985909,29.0,-0.6082779837608338
4,2008-03-01,2009-03-01,GOOGL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.1987047188682558,18.0,-0.2603409362792969
5,2008-03-01,2009-03-01,GOOG,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.19800163093566936,18.0,-0.26029519500732423
6,2008-03-01,2009-03-01,BRK-B,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.21604496899414108,17.0,-0.427900016784668
7,2008-03-01,2009-03-01,UNH,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.5843340668334962,18.0,-0.5740499753952026
8,2008-03-01,2009-03-01,LLY,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.06068605953979513,14.0,-0.41411898937225344
9,2008-03-01,2009-03-01,XOM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.3437969625854492,19.0,-0.22430498275756836
10,2008-03-01,2009-03-01,JPM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.10725900984191922,31.0,-0.42594698276519777
11,2008-03-01,2009-03-01,JNJ,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.19146210961914056,12.0,-0.19567999267578126
12,2008-03-01,2009-03-01,PG,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.13452712510681175,11.0,-0.2727000045776367
13,2008-03-01,2009-03-01,MA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.15135662118911786,25.0,-0.1618090238571167
14,2008-03-01,2009-03-01,HD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.032754150100707924,19.0,-0.22878002815246581
15,2008-03-01,2009-03-01,CVX,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.12899981004333422,18.0,-0.30198597564697266
16,2008-03-01,2009-03-01,MRK,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.22405451012420644,19.0,-0.44912405891418455
17,2008-03-01,2009-03-01,PEP,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.21010010348510777,14.0,-0.31282598266601563
18,2008-03-01,2009-03-01,ADBE,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.08086919998931881,19.0,-0.49126399536132814
19,2008-03-01,2009-03-01,COST,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.024520087188720573,11.0,-0.32070297088623045
20,2008-03-01,2009-03-01,KO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.3306674454498291,17.0,-0.3070730335235596
21,2008-03-01,2009-03-01,CSCO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.18043493772125258,18.0,-0.4020469968795776
22,2008-03-01,2009-03-01,WMT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.08280807974243198,15.0,-0.012999954223632813
23,2008-03-01,2009-03-01,TMO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.06263010542297343,14.0,-0.3447000274658203
24,2008-03-01,2009-03-01,PFE,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.044887625080108594,11.0,-0.4460740188598633
25,2008-03-01,2009-03-01,MCD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.013259934951782088,10.0,-0.017107997131347655
26,2008-03-01,2009-03-01,CRM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.26801151640129056,29.0,-0.5230900077819824
27,2008-03-01,2009-03-01,ACN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.11645898876953124,16.0,-0.16273401527404785
28,2008-03-01,2009-03-01,BAC,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.6961666525135042,28.0,-0.8983650065660477
29,2008-03-01,2009-03-01,NFLX,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.10023320563411671,22.0,0.1712657512664795
30,2008-03-01,2009-03-01,CMCSA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.07821132478332547,20.0,-0.346999979019165
31,2008-03-01,2009-03-01,LIN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.13883312898254407,24.0,-0.2976599624633789
32,2008-03-01,2009-03-01,ABT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.11700804670715334,12.0,-0.11049750328063965
33,2008-03-01,2009-03-01,ORCL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.013623103607177472,17.0,-0.17970704221725464
