Date,close,type,p-b change,bar,ma3,ema9,ma20,zigzag,zz trend,ema12,ema26,MACD,signal,slope MACD,slope signal,buy pt,day of interest
2022-10-26,224.63999938964844,,,,219.4366658528646,219.86350444238036,227.6165008544922,0,1.0,222.22786933885945,237.1399502559179,-14.91208091705846,-16.737200007327782,1.4385651694449848,0.45627977256732777,False,
2022-10-27,225.08999633789062,,,,224.04999796549478,220.90880282148242,225.46050109863282,0,1.0,222.66819656947962,236.2473610768048,-13.579164507325174,-16.105592907327264,1.3329164097332864,0.6316071000005188,False,
2022-10-28,228.52000427246094,1.0,0.08175149951460799,4.0,226.08333333333334,222.43104311167815,223.62400131225587,1,1.0,223.5684746776306,235.67496427648302,-12.10648959885242,-15.305772245632296,1.4726749084727544,0.7998206616949677,False,
2022-10-31,227.5399932861328,-1.0,-0.004288512900427189,1.0,227.04999796549478,223.4528331465691,222.8810012817383,0,-1.0,224.17947754047708,235.07237383275339,-10.892896292276305,-14.423197054961099,1.213593306576115,0.8825751906711972,False,
2022-11-01,227.82000732421875,1.0,0.0012306146011607651,1.0,227.96000162760416,224.32626798209904,221.8000015258789,0,-1.0,224.7395590456681,234.53516149878786,-9.795602453119756,-13.49767813459283,1.0972938391565492,0.925518920368269,False,
2022-11-02,214.97999572753906,-1.0,-0.0563603335259603,1.0,223.44666544596353,222.45701353118707,220.50850143432618,0,-1.0,223.23808776595592,233.08663070091757,-9.848542934961642,-12.767851094666593,-0.05294048184188682,0.7298270399262368,False,
2022-11-03,215.30999755859375,1.0,0.0015350350619269925,1.0,219.37000020345053,221.02761033666843,219.36750106811525,0,-1.0,222.01838158020792,231.76984306074542,-9.7514614805375,-12.164573171840775,0.09708145442414207,0.6032779228258178,False,
2022-11-04,207.47000122070312,,,,212.58666483561197,218.3160885134754,218.58750076293944,0,-1.0,219.78016921720717,229.96985477629784,-10.189685559090663,-11.769595649290753,-0.43822407855316214,0.39497752255002183,False,
2022-11-07,197.0800018310547,,,,206.62000020345053,214.06887117699125,217.29350051879882,0,-1.0,216.2878357731837,227.5335693729465,-11.245733599762787,-11.66482323938516,-1.056048040672124,0.10477240990559267,False,
2022-11-08,191.3000030517578,,,,198.61666870117188,209.5150975519446,216.03350067138672,0,-1.0,212.44355381604126,224.84960149730287,-12.406047681261612,-11.81306812776045,-1.160314081498825,-0.14824488837528982,False,
2022-11-09,177.58999633789062,-1.0,-0.1751892696503242,4.0,188.65666707356772,203.1300773091338,214.05100021362304,-1,-1.0,207.08146805017194,221.34889000401307,-14.267421953841136,-12.30393889297659,-1.8613742725795248,-0.4908707652161386,False,
2022-11-10,190.72000122070312,,,,186.5366668701172,200.64806209144768,212.50100021362306,0,1.0,204.56431930717673,219.0800834274716,-14.515764120294875,-12.746303938440246,-0.24834216645373886,-0.4423650454636565,False,
2022-11-11,195.97000122070312,1.0,0.1034968481436414,2.0,188.09333292643228,199.71244991729878,212.05,1,1.0,203.24211652464234,217.3682254862295,-14.126108961587164,-13.02226494306963,0.3896551587077113,-0.27596100462938367,False,
2022-11-14,190.9499969482422,-1.0,-0.025616187381697082,1.0,192.54666646321616,197.95995932348748,210.62999954223633,0,-1.0,201.35102120519616,215.4113196686008,-14.06029846340465,-13.229871647136633,0.06581049818251472,-0.207606704067004,False,
2022-11-15,194.4199981689453,1.0,0.01817230309589208,1.0,193.77999877929688,197.25196709257906,209.34149932861328,0,-1.0,200.28470996884988,213.85640696492263,-13.571696996072745,-13.298236716923856,0.4886014673319039,-0.06836506978722312,False,
2022-11-16,186.9199981689453,,,,190.7633310953776,195.18557330785234,207.58549957275392,0,-1.0,198.22860046117225,211.8611174244799,-13.632516963307637,-13.365092766200613,-0.06081996723489169,-0.06685604927675648,False,
2022-11-17,183.1699981689453,,,,188.1699981689453,192.78245828007095,206.37999954223633,0,-1.0,195.91189241621427,209.7358493314773,-13.82395691526304,-13.456865596013099,-0.19143995195540242,-0.09177282981248602,False,
2022-11-18,180.19000244140625,,,,183.42666625976562,190.26396711233804,204.66749954223633,0,-1.0,193.49314011239767,207.54726808036094,-14.054127967963268,-13.576318070403133,-0.23017105270022853,-0.11945247439003381,False,
2022-11-21,167.8699951171875,-1.0,-0.13656004167167327,4.0,177.07666524251303,185.78517271330793,202.4984992980957,-1,-1.0,189.55111780544226,204.60821082382958,-15.05709301838732,-13.87247305999997,-1.0029650504240522,-0.29615498959683784,False,
2022-11-22,169.91000366210938,,,,172.65666707356772,182.61013890306822,199.8729995727539,0,1.0,186.52940793723718,202.03797325629475,-15.508565319057567,-14.19969151181149,-0.4514723006702468,-0.32721845181152,False,
2022-11-23,183.1999969482422,1.0,0.0913206783639509,2.0,173.65999857584634,182.72811051210303,197.8009994506836,0,1.0,186.0171908620072,200.6425676038464,-14.625376741839204,-14.284828557817034,0.8831885772183625,-0.08513704600554384,False,
2022-11-25,182.86000061035156,-1.0,-0.001855875237741849,1.0,178.65666707356772,182.75448853175274,195.68949966430665,0,1.0,185.53146928482943,199.3253404191431,-13.793871134313662,-14.18663707311636,0.8315056075255427,0.09819148470067418,False,
2022-11-28,182.9199981689453,1.0,0.0003281065208000091,1.0,182.9933319091797,182.78759045919125,193.40949935913085,0,1.0,185.12970449777032,198.1101298820914,-12.98042538432108,-13.945394735357306,0.8134457499925816,0.24124233775905424,False,
2022-11-29,180.8300018310547,-1.0,-0.011425739989130657,1.0,182.20333353678384,182.39607273356395,191.07399978637696,0,1.0,184.46821177981406,196.83012039682944,-12.361908617015388,-13.628697511688923,0.6185167673056924,0.31669722366838293,False,
2022-11-30,194.6999969482422,,,,186.1499989827474,184.8568575764996,189.41799926757812,0,1.0,186.04233257495684,196.67233347471188,-10.630000899755032,-13.028958189302145,1.7319077172603556,0.5997393223867782,True,DayType.BUYPT
2022-12-01,194.6999969482422,,,,190.07666524251303,186.82548545084813,188.40399932861328,0,1.0,187.37428094007765,196.52623447275116,-9.151953532673502,-12.253557257976418,1.4780473670815297,0.7754009313257271,False,
2022-12-02,194.86000061035156,1.0,0.0775866760893183,3.0,194.75333150227866,188.43238848274882,187.38149948120116,1,1.0,188.5259301201198,196.40280974220303,-7.876879622083237,-11.378221730797783,1.2750739105902653,0.8753355271786347,False,
2022-12-05,182.4499969482422,,,,190.6699981689453,187.2359101758475,186.13049926757813,0,-1.0,187.59117117060015,195.3692680537615,-7.778096883161339,-10.658196761270496,0.09878273892189782,0.7200249695272873,False,
2022-12-06,179.82000732421875,,,,185.71000162760416,185.75272960552175,185.26749954223632,0,-1.0,186.3956075019261,194.21747096268425,-7.821863460758152,-10.090930101168027,-0.043766577596812795,0.5672666601024687,False,
2022-12-07,174.0399932861328,,,,178.7699991861979,183.41018234164397,184.40449905395508,0,-1.0,184.49474377641943,192.7228429866434,-8.228099210223974,-9.718363922979217,-0.4062357494658215,0.3725661781888103,False,
2022-12-08,173.44000244140625,-1.0,-0.10992506467131467,4.0,175.76666768391928,181.41614636159645,184.19699935913087,0,-1.0,182.79401434026354,191.29448442773693,-8.500470087473389,-9.474785155878052,-0.2723708772494149,0.24357876710116422,False,
2022-12-09,179.0500030517578,1.0,0.032345482768583365,1.0,175.50999959309897,180.9429176996287,183.6134994506836,0,-1.0,182.21801260357037,190.38748580729404,-8.169473203723669,-9.213722765447176,0.3309968837497195,0.261062390430876,False,
2022-12-12,167.82000732421875,,,,173.4366709391276,178.31833562454673,182.20599975585938,0,-1.0,180.0029348682855,188.71582073447365,-8.712885866188145,-9.11355538559537,-0.5434126624644762,0.1001673798518059,False,
2022-12-13,160.9499969482422,,,,169.2733357747396,174.84466788928583,180.70599975585938,0,-1.0,177.0717136498173,186.65909304660465,-9.587379396787355,-9.208320187833769,-0.8744935305992101,-0.094764802238398,False,
2022-12-14,156.8000030517578,-1.0,-0.12426696241701941,3.0,161.8566691080729,171.23573492178022,178.825,0,-1.0,173.95298894242353,184.44730860254194,-10.494319660118407,-9.465520082290697,-0.9069402633310517,-0.25719989445692804,False,
2022-12-15,157.6699981689453,1.0,0.005548438139381445,1.0,158.47333272298178,168.52258757121325,177.3625,0,-1.0,171.4479134388115,182.4638041259792,-11.015890687167712,-9.7755942032661,-0.5215710270493048,-0.3100741209754041,False,
2022-12-16,150.22999572753906,,,,154.8999989827474,164.86406920247842,175.7154998779297,0,-1.0,168.18361840630806,180.07611461498365,-11.892496208675595,-10.198974604348,-0.8766055215078836,-0.4233804010819,False,
2022-12-19,149.8699951171875,,,,152.58999633789062,161.86525438542023,174.19949951171876,0,-1.0,165.36613790028952,177.83862428181357,-12.47248638152405,-10.653676959783212,-0.5799901728484542,-0.4547023554352112,False,
2022-12-20,137.8000030517578,,,,145.96666463216147,157.05220411868777,172.69599990844728,0,-1.0,161.12519407743847,174.8728004869946,-13.747606409556141,-11.272462849737797,-1.2751200280320916,-0.6187858899545855,False,
2022-12-21,137.57000732421875,,,,141.74666849772134,153.15576475979398,171.07900009155273,0,-1.0,157.50131919232774,172.10963062308528,-14.608311430757539,-11.939632565941746,-0.8607050212013974,-0.6671697162039489,False,
2022-12-22,125.3499984741211,,,,133.57333628336588,147.5946115026594,168.18650016784667,0,-1.0,152.5549621587575,168.64595416760645,-16.090992008848957,-12.76990445452319,-1.4826805780914185,-0.8302718885814429,False,
2022-12-23,123.1500015258789,,,,128.69000244140625,142.7056895073033,165.20100021362305,0,-1.0,148.03112206139156,165.27588360155255,-17.244761540160994,-13.664875871650752,-1.1537695313120366,-0.8949714171275627,False,
2022-12-27,109.0999984741211,-1.0,-0.30804845727708374,7.0,119.1999994913737,135.98455130066685,161.51000022888184,-1,-1.0,142.04171843258072,161.1147069254465,-19.07298849286579,-14.74649839589376,-1.8282269527047958,-1.0816225242430075,False,
2022-12-28,112.70999908447266,,,,114.98666636149089,131.32964085742802,158.10400009155273,0,1.0,137.5291462251795,157.52917301130032,-20.000026786120827,-15.797204073939174,-0.9270382932550376,-1.0507056780454143,False,
2022-12-29,121.81999969482422,,,,114.54333241780598,129.42771262490726,154.46000022888182,0,1.0,135.11235445127866,154.8840490619317,-19.771694610653043,-16.59210218128195,0.22833217546778428,-0.7948981073427746,False,
2022-12-30,123.18000030517578,1.0,0.1290559305955858,3.0,119.23666636149089,128.17817016096097,150.8840003967285,1,1.0,133.27660765957052,152.53560100587572,-19.258993346305203,-17.1254804142866,0.5127012643478395,-0.533378233004651,False,
2023-01-03,108.0999984741211,-1.0,-0.12242248574195738,1.0,117.6999994913737,124.162535823593,146.546000289917,-1,-1.0,129.40328316950138,149.2440748924124,-19.840791722911035,-17.668542676011487,-0.5817983766058319,-0.5430622617248879,False,
2023-01-04,113.63999938964844,1.0,0.0512488528559379,1.0,114.97333272298177,122.0580285368041,143.1055004119873,0,1.0,126.97816258798554,146.60673596628175,-19.62857337829621,-18.060548816468433,0.21221834461482558,-0.39200614045694593,False,
2023-01-05,110.33999633789062,-1.0,-0.029039097760312136,1.0,110.69333140055339,119.71442209702141,139.6314998626709,0,1.0,124.41844470335555,143.92031080862316,-19.50186610526761,-18.34881227422827,0.1267072730286003,-0.288263457759836,False,
2023-01-06,113.05999755859375,,,,112.34666442871094,118.38353718933588,136.58250007629394,0,1.0,122.67099129646911,141.63436167899135,-18.963370382522243,-18.471723895887067,0.5384957227453668,-0.12291162165879754,False,
2023-01-09,119.7699966430664,1.0,0.08546311961347719,2.0,114.38999684651692,118.660829080082,133.89899978637695,0,1.0,122.22468442671486,140.01477908373764,-17.790094657022777,-18.335398048114207,1.1732757254994652,0.13632584777285928,False,
2023-01-10,118.8499984741211,-1.0,-0.007681374256751906,1.0,117.22666422526042,118.69866295888983,130.8889995574951,0,1.0,121.70550197246968,138.44701755709937,-16.741515584629695,-18.016621555417306,1.048579072393082,0.31877649269690167,False,
2023-01-11,123.22000122070312,,,,120.6133321126302,119.60293061125249,128.65899925231935,0,1.0,121.93850185681328,137.31909042107003,-15.380588564256755,-17.489414957185197,1.3609270203729409,0.5272065982321088,True,DayType.BUYPT
2023-01-12,123.55999755859375,1.0,0.03962977824941438,2.0,121.87666575113933,120.39434400072074,126.78949928283691,0,1.0,122.18796273401027,136.29989835718288,-14.111935623172613,-16.813919090382683,1.2686529410841416,0.675495866802514,False,
2023-01-13,122.4000015258789,-1.0,-0.009388119582672851,1.0,123.06000010172527,120.79547550575238,125.06949920654297,0,1.0,122.22058408660544,135.2702763696789,-13.049692283073455,-16.06107372892084,1.0622433400991582,0.7528453614618442,False,
2023-01-17,131.49000549316406,1.0,0.07426473736900457,1.0,125.81666819254558,122.93438150323472,123.7604995727539,0,1.0,123.64664891838369,134.99025630475188,-11.343607386368191,-15.117580460410311,1.7060848967052635,0.9434932685105277,False,
2023-01-18,128.77999877929688,,,,127.55666859944661,124.10350495844716,122.6879997253418,0,1.0,124.43639505083188,134.53023722879226,-10.093842177960383,-14.112832803920327,1.2497652084078084,1.0047476564899842,False,
2023-01-19,127.16999816894531,-1.0,-0.0328542637747729,2.0,129.14666748046875,124.7168036005468,121.5529998779297,0,1.0,124.8569493766955,133.98503433547026,-9.128084958774764,-13.115883234891214,0.965757219185619,0.9969495690291126,False,
2023-01-20,133.4199981689453,,,,129.78999837239584,126.4574425142265,121.33399963378906,0,1.0,126.17434149858008,133.94317980461656,-7.768838306036486,-12.04647424912027,1.3592466527382783,1.069408985770945,False,
2023-01-23,143.75,,,,134.77999877929688,129.9159540113812,121.64299926757812,0,1.0,128.878288960337,134.66961093020052,-5.791321969863532,-10.795443793268921,1.977516336172954,1.2510304558513479,False,
2023-01-24,143.88999938964844,,,,140.35333251953125,132.71076308703465,122.56999931335449,0,1.0,131.18778287253875,135.3526026679374,-4.1648197953986426,-9.469318993694866,1.626502174464889,1.326124799574055,False,
2023-01-25,144.42999267578125,,,,144.02333068847656,135.05460900478397,123.63399887084961,0,1.0,133.22504591919144,136.02500192777768,-2.7999560085862356,-8.13544639667314,1.364863786812407,1.3338725970217258,False,
2023-01-26,160.27000427246094,,,,149.52999877929688,140.09768805831936,126.1924991607666,0,1.0,137.38580874277136,137.82092802738384,-0.43511928461248317,-6.595380974261009,2.3648367239737524,1.5400654224121313,False,
2023-01-27,177.89999389648438,1.0,0.3989148105525981,6.0,160.86666361490884,147.65814922595237,129.45199890136718,0,1.0,143.61876030488105,140.78974772139128,2.829012583489771,-4.710502262710853,3.264131868102254,1.8848787115501562,False,
