,start,end,stock,buy strategy,sell strategy,revenue,trade times,revenue if buy and hold
0,2008-03-01,2010-03-01,AAPL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.4561871954097751,32.0,0.6808821535110474
1,2008-03-01,2010-03-01,MSFT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.06211388530731165,30.0,0.062160011291503905
2,2008-03-01,2010-03-01,AMZN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.8765108340826039,32.0,0.8963595695495605
3,2008-03-01,2010-03-01,NVDA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,1.3654979464406967,45.0,-0.23366193504333496
4,2008-03-01,2010-03-01,GOOGL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.9273560733833314,22.0,0.15262184658050537
5,2008-03-01,2010-03-01,GOOG,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.926032073604584,22.0,0.15259513664245605
6,2008-03-01,2010-03-01,BRK-B,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.017909070877075463,29.0,-0.11055003356933593
7,2008-03-01,2010-03-01,UNH,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,1.1835971234512332,34.0,-0.26853495407104494
8,2008-03-01,2010-03-01,LLY,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.04229488218688966,22.0,-0.31541496963500976
9,2008-03-01,2010-03-01,XOM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.36162297976684565,28.0,-0.257075
10,2008-03-01,2010-03-01,JPM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.38696208365631085,48.0,0.05396503829956055
11,2008-03-01,2010-03-01,JNJ,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.017078099914550695,14.0,0.01232000732421875
12,2008-03-01,2010-03-01,PG,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.06667981095886226,16.0,-0.04604999542236328
13,2008-03-01,2010-03-01,MA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.5261382707710267,34.0,0.18979296684265137
14,2008-03-01,2010-03-01,HD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.3557570483779904,29.0,0.15165902252197266
15,2008-03-01,2010-03-01,CVX,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.04447584086608822,26.0,-0.16985993041992187
16,2008-03-01,2010-03-01,MRK,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.11645136416625955,30.0,-0.1623720863342285
17,2008-03-01,2010-03-01,PEP,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.06958909056091343,20.0,-0.10933995666503907
18,2008-03-01,2010-03-01,ADBE,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.5448080927581787,30.0,0.05441602783203125
19,2008-03-01,2010-03-01,COST,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.15179305511474595,20.0,-0.024485953903198243
20,2008-03-01,2010-03-01,KO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.15980600614166232,21.0,-0.10646998710632324
21,2008-03-01,2010-03-01,CSCO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.06335810684967037,27.0,-0.002862987518310547
22,2008-03-01,2010-03-01,WMT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.019504191833496408,20.0,0.08360000610351563
23,2008-03-01,2010-03-01,TMO,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.11429518743896479,25.0,-0.11951998901367188
24,2008-03-01,2010-03-01,PFE,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.16285143755340578,21.0,-0.21092033596038817
25,2008-03-01,2010-03-01,MCD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.05445405967712395,18.0,0.2009719741821289
26,2008-03-01,2010-03-01,CRM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.27813569694709767,41.0,0.15605994033813478
27,2008-03-01,2010-03-01,ACN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.0030420154800413,24.0,0.14557400436401366
28,2008-03-01,2010-03-01,BAC,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,6.925352109155657,49.0,-0.5742600116729736
29,2008-03-01,2010-03-01,NFLX,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.5770378417634958,35.0,1.1345544370651246
30,2008-03-01,2010-03-01,CMCSA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.004905798786163541,36.0,-0.17799997329711914
31,2008-03-01,2010-03-01,LIN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.12050017643737793,33.0,-0.07146296997070313
32,2008-03-01,2010-03-01,ABT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.06208634359741191,22.0,0.01969818515777588
33,2008-03-01,2010-03-01,ORCL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.21341602157211345,28.0,0.30038993968963623
34,2008-03-01,2010-03-01,AMD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,5.889148076532363,41.0,0.17008494358062745
35,2008-03-01,2010-03-01,DHR,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.2272011849975588,27.0,-0.0039025840759277343
36,2008-03-01,2010-03-01,DIS,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.6116258256301884,27.0,-0.03603600234985352
