,start,end,stock,buy strategy,sell strategy,revenue,trade times,revenue if buy and hold
0,2020-06-01,2021-06-01,AAPL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.4353520606384278,9.0,0.5474289886474609
1,2020-06-01,2021-06-01,MSFT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.0888019334716797,12.0,0.36098995056152344
2,2020-06-01,2021-06-01,AMZN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.2519197470703124,10.0,0.30081201171875
3,2020-06-01,2021-06-01,NVDA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.7065732177124024,15.0,0.8405223327636718
4,2020-06-01,2021-06-01,GOOGL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.429562672393799,10.0,0.6407760864257812
5,2020-06-01,2021-06-01,GOOG,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.5613514251708983,8.0,0.6809192932128906
6,2020-06-01,2021-06-01,META,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.06735684765625047,15.0,0.4163260314941406
7,2020-06-01,2021-06-01,TSLA,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,4.044014730239868,21.0,2.480506594467163
8,2020-06-01,2021-06-01,BRK-B,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.2779720087280273,6.0,0.5702400329589844
9,2020-06-01,2021-06-01,UNH,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.18245906396484352,8.0,0.33916806640625
10,2020-06-01,2021-06-01,LLY,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.10033501031494124,10.0,0.3073850555419922
