,start,end,stock,buy point filter,sell strategy,revenue,trade times,revenue if buy and hold
0,2008-03-01,2010-03-01,AAPL,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.5999934802989967,26.0,0.6808821535110474
1,2008-03-01,2010-03-01,MSFT,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,-0.03542391473388616,27.0,0.062160011291503905
2,2008-03-01,2010-03-01,AMZN,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,1.1965767473878863,26.0,0.8963595695495605
3,2008-03-01,2010-03-01,NVDA,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,1.6922170721287724,41.0,-0.23366193504333496
4,2008-03-01,2010-03-01,GOOGL,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.5900965005836486,22.0,0.15262184658050537
5,2008-03-01,2010-03-01,GOOG,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.5897331610641482,22.0,0.15259513664245605
6,2008-03-01,2010-03-01,BRK-B,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,-0.028651074081421028,25.0,-0.11055003356933593
7,2008-03-01,2010-03-01,UNH,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,1.100271248504639,28.0,-0.26853495407104494
8,2008-03-01,2010-03-01,LLY,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.020907897277831943,19.0,-0.31541496963500976
9,2008-03-01,2010-03-01,XOM,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,-0.3390760573730466,22.0,-0.257075
10,2008-03-01,2010-03-01,JPM,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.38884904196929837,45.0,0.05396503829956055
11,2008-03-01,2010-03-01,JNJ,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.03824896043395966,12.0,0.01232000732421875
12,2008-03-01,2010-03-01,PG,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.03305281558227489,15.0,-0.04604999542236328
13,2008-03-01,2010-03-01,MA,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.6684661332702639,29.0,0.18979296684265137
14,2008-03-01,2010-03-01,HD,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.2444470735931398,27.0,0.15165902252197266
15,2008-03-01,2010-03-01,CVX,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.0445409556732182,22.0,-0.16985993041992187
