,start,end,stock,buy point filter,sell strategy,revenue,trade times,revenue if buy and hold
0,2023-01-01,2023-08-20,AAPL,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.09948595367431644,2.0,0.3904180458068848
1,2023-01-01,2023-08-20,MSFT,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.10600400659179686,3.0,0.3152900375366211
2,2023-01-01,2023-08-20,AMZN,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.11809392218017566,5.0,0.5498400177001953
3,2023-01-01,2023-08-20,NVDA,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.09040090557861331,3.0,1.9998959747314453
4,2023-01-01,2023-08-20,GOOGL,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.13817901745605468,3.0,0.429407958984375
5,2023-01-01,2023-08-20,GOOG,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.13564201605224627,3.0,0.42635104064941404
6,2023-01-01,2023-08-20,META,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.6560209186401368,3.0,1.2680800170898439
7,2023-01-01,2023-08-20,TSLA,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.33357398492431656,3.0,0.9879880645751953
8,2023-01-01,2023-08-20,BRK-B,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.14012802734375,1.0,0.13647998046875
9,2023-01-01,2023-08-20,UNH,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.08883597094726556,3.0,-0.038380023193359376
10,2023-01-01,2023-08-20,LLY,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.3245969822998046,1.0,0.4898880065917969
11,2023-01-01,2023-08-20,XOM,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.05830594830322261,4.0,0.032828988647460935
12,2023-01-01,2023-08-20,JPM,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.07708595703124993,3.0,0.10249004516601562
13,2023-01-01,2023-08-20,JNJ,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.11859302368164062,2.0,-0.03191998291015625
14,2023-01-01,2023-08-20,V,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.03354500579833984,3.0,0.147743994140625
15,2023-01-01,2023-08-20,AVGO,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.18004799999999996,2.0,0.4902480834960937
16,2023-01-01,2023-08-20,PG,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.09470897839355476,2.0,0.006304908752441407
17,2023-01-01,2023-08-20,MA,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.0778380268554689,2.0,0.12703607177734375
18,2023-01-01,2023-08-20,HD,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.10768603515625,2.0,0.03552597351074219
19,2023-01-01,2023-08-20,CVX,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.07278600695800778,4.0,-0.07461306610107422
20,2023-01-01,2023-08-20,MRK,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.06988301623535154,4.0,-0.017266021728515626
21,2023-01-01,2023-08-20,ABBV,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.06431998657226559,3.0,-0.07466403350830078
22,2023-01-01,2023-08-20,PEP,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.04673997216796888,2.0,-0.006765060424804688
23,2023-01-01,2023-08-20,ADBE,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.02303597778320309,1.0,0.4965089752197266
24,2023-01-01,2023-08-20,COST,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.06781098754882806,3.0,0.20165200805664063
25,2023-01-01,2023-08-20,KO,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.0005640124511717659,2.0,-0.0316
26,2023-01-01,2023-08-20,CSCO,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.08682707611083988,3.0,0.14768004760742187
27,2023-01-01,2023-08-20,WMT,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.08270496313476561,2.0,0.09887690734863282
28,2023-01-01,2023-08-20,TMO,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.006184920654296912,3.0,-0.03743997802734375
29,2023-01-01,2023-08-20,PFE,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.07499908241271969,4.0,-0.2846999702453613
30,2023-01-01,2023-08-20,MCD,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.012757086425781381,2.0,0.06441701354980468
31,2023-01-01,2023-08-20,CRM,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.07276099975585948,4.0,0.5183700225830078
32,2023-01-01,2023-08-20,ACN,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.003126057128906177,3.0,0.12091597290039062
33,2023-01-01,2023-08-20,BAC,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.01486797735595701,4.0,-0.13111993179321288
34,2023-01-01,2023-08-20,NFLX,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.08411896740722659,3.0,0.36161395568847654
35,2023-01-01,2023-08-20,CMCSA,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.15229991813659655,3.0,0.28633896141052245
36,2023-01-01,2023-08-20,LIN,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.037734982543945264,3.0,0.175925
37,2023-01-01,2023-08-20,ABT,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.03651602206420903,3.0,-0.053417024993896486
38,2023-01-01,2023-08-20,ORCL,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.30024895660400397,2.0,0.38960597457885743
39,2023-01-01,2023-08-20,AMD,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.2061580246887208,5.0,0.6463080047607422
40,2023-01-01,2023-08-20,DHR,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.05370096026611336,2.0,-0.0412679443359375
41,2023-01-01,2023-08-20,DIS,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.08150204412841795,3.0,-0.03371202392578125
42,2023-01-01,2023-08-20,WFC,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.1225860119934081,3.0,0.016968978118896486
43,2023-01-01,2023-08-20,TXN,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.02964201525878907,3.0,0.020007992553710937
44,2023-01-01,2023-08-20,PM,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.006804060028076128,2.0,-0.06801202392578125
45,2023-01-01,2023-08-20,INTC,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.10832998676300067,3.0,0.22514801712036134
46,2023-01-01,2023-08-20,INTU,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.035891009399413996,4.0,0.23694999694824218
47,2023-01-01,2023-08-20,CAT,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.06512007147216792,3.0,0.14317192993164063
48,2023-01-01,2023-08-20,COP,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.06904004739379889,2.0,0.03669598388671875
49,2023-01-01,2023-08-20,VZ,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,-0.012816996917724463,2.0,-0.17280596580505372
50,2023-01-01,2023-08-20,overall,"CONVERGING_DROP, RISING_PEAK, ",SellStrategy.TRAILING_STOP,0.07558817966629006,,0.22050579801940923
trail stop=0.05, fixed stop loss=None, profit target=None
maximum market value in a day: ,449819.6020011902
