,start,end,stock,buy strategy,sell strategy,revenue,trade times,revenue if buy and hold
36,1/11/2021,1/11/2022,LIN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.104067204,10,-0.076859985
37,1/11/2021,1/11/2022,ABT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.249205972,12,-0.231
38,1/11/2021,1/11/2022,ORCL,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.106238036,11,-0.171254974
39,1/11/2021,1/11/2022,AMD,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.381621069,24,-0.514843016
40,1/11/2021,1/11/2022,DHR,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.199513082,16,-0.185631982
41,1/11/2021,1/11/2022,DIS,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.254102983,11,-0.369170009
42,1/11/2021,1/11/2022,WFC,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.021032926,16,-0.11039595
43,1/11/2021,1/11/2022,TXN,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.027137818,12,-0.142251981
44,1/11/2021,1/11/2022,PM,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.124554933,9,-0.016798997
45,1/11/2021,1/11/2022,INTC,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.013181069,12,-0.424511979
46,1/11/2021,1/11/2022,INTU,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.270643971,15,-0.290095996
47,1/11/2021,1/11/2022,CAT,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.607968022,8,0.053184009
48,1/11/2021,1/11/2022,COP,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.743552958,12,0.6901
49,1/11/2021,1/11/2022,VZ,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,-0.223491918,15,-0.292904034
50,1/11/2021,1/11/2022,overall,BuyStrategy.FOLLOW_BUYPT_FILTER,SellStrategy.TRAILING_AND_FIXED_SL,0.101438658,,-0.111474693
trail stop=0.05, fixed stop loss=0.03, profit target=None,,,,,,
