,start,end,stock,buy point filter,sell strategy,revenue,trade times,revenue if buy and hold
0,2023-01-01,2023-08-20,AAPL,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.1813769884643554,1.0,0.3904180458068848
1,2023-01-01,2023-08-20,MSFT,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.1615660463867185,3.0,0.3152900375366211
2,2023-01-01,2023-08-20,AMZN,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.24531596032714842,2.0,0.5498400177001953
3,2023-01-01,2023-08-20,NVDA,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.9594109974975589,11.0,1.9998959747314453
4,2023-01-01,2023-08-20,GOOGL,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.18437397735595695,2.0,0.429407958984375
5,2023-01-01,2023-08-20,GOOG,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.18588096267700202,2.0,0.42635104064941404
6,2023-01-01,2023-08-20,META,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.4378279686279295,3.0,1.2680800170898439
7,2023-01-01,2023-08-20,TSLA,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.543310158081055,3.0,0.9879880645751953
8,2023-01-01,2023-08-20,BRK-B,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.10282892016601564,3.0,0.13647998046875
9,2023-01-01,2023-08-20,UNH,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,-0.006972967529296875,1.0,-0.038380023193359376
10,2023-01-01,2023-08-20,LLY,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,0.47960902734374994,4.0,0.4898880065917969
11,2023-01-01,2023-08-20,XOM,"MA_SHORT_ABOVE_LONG, ",SellStrategy.TRAILING_STOP,-0.015220997436523612,5.0,0.032828988647460935
