,start,end,stock,buy point filter,sell strategy,revenue,trade times,revenue if buy and hold
0,2020-06-01,2021-06-01,AAPL,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.3284613824462889,8.0,0.5474289886474609
1,2020-06-01,2021-06-01,MSFT,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.09584794274902379,10.0,0.36098995056152344
2,2020-06-01,2021-06-01,AMZN,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.18217982049560524,8.0,0.30081201171875
3,2020-06-01,2021-06-01,NVDA,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.517956281036377,12.0,0.8405223327636718
4,2020-06-01,2021-06-01,GOOGL,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.3450535756530762,9.0,0.6407760864257812
5,2020-06-01,2021-06-01,GOOG,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.43274850982666013,8.0,0.6809192932128906
6,2020-06-01,2021-06-01,META,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.06396413854980419,13.0,0.4163260314941406
7,2020-06-01,2021-06-01,TSLA,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,2.7984832832794186,15.0,2.480506594467163
8,2020-06-01,2021-06-01,BRK-B,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.45068699377441407,6.0,0.5702400329589844
9,2020-06-01,2021-06-01,UNH,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.20069601159667946,6.0,0.33916806640625
10,2020-06-01,2021-06-01,LLY,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.2630979506835938,8.0,0.3073850555419922
11,2020-06-01,2021-06-01,XOM,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.5792809431762693,12.0,0.26114400329589843
12,2020-06-01,2021-06-01,JPM,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.5538681090087891,8.0,0.662964070892334
13,2020-06-01,2021-06-01,JNJ,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.1565559964599608,4.0,0.14780198364257813
14,2020-06-01,2021-06-01,V,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.07589705566406246,6.0,0.16804498443603516
15,2020-06-01,2021-06-01,AVGO,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.2889888599853517,8.0,0.6199559875488281
16,2020-06-01,2021-06-01,PG,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.08791211334228519,5.0,0.14960005187988282
17,2020-06-01,2021-06-01,MA,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.11126504321289067,8.0,0.19529397583007813
18,2020-06-01,2021-06-01,HD,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.07724790130615201,8.0,0.28648004150390627
19,2020-06-01,2021-06-01,CVX,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.319521912628174,11.0,0.1177
20,2020-06-01,2021-06-01,MRK,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,-0.027961024139404617,6.0,-0.04587498626708984
21,2020-06-01,2021-06-01,ABBV,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.06624804681396508,7.0,0.2475
22,2020-06-01,2021-06-01,PEP,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.08682798181152357,5.0,0.1121249771118164
23,2020-06-01,2021-06-01,ADBE,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.24564898315429673,9.0,0.28724998474121094
24,2020-06-01,2021-06-01,COST,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.11382390771484388,7.0,0.2239359375
25,2020-06-01,2021-06-01,KO,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.16752303186035186,5.0,0.1759599838256836
26,2020-06-01,2021-06-01,CSCO,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.22467913018798863,6.0,0.14190004920959473
27,2020-06-01,2021-06-01,WMT,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.15240793402099626,6.0,0.14455999755859375
28,2020-06-01,2021-06-01,TMO,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.4028340031738284,6.0,0.33647603759765626
29,2020-06-01,2021-06-01,PFE,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.26876691641235356,5.0,0.1510760227203369
30,2020-06-01,2021-06-01,MCD,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.18951301562499995,5.0,0.24634397735595703
31,2020-06-01,2021-06-01,CRM,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.35921211981201157,10.0,0.3457440307617187
32,2020-06-01,2021-06-01,ACN,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.26404902398681646,5.0,0.3860219940185547
33,2020-06-01,2021-06-01,BAC,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.7705289649887084,9.0,0.7218679504394532
34,2020-06-01,2021-06-01,NFLX,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.006079048217773561,13.0,0.17684696350097656
35,2020-06-01,2021-06-01,CMCSA,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.3651311122741701,5.0,0.4255679962158203
36,2020-06-01,2021-06-01,LIN,"IN_UPTREND, ",SellStrategy.TRAILING_STOP,0.31097907440185574,7.0,0.4578240234375
