Date,cash,share,close price,MV,action,deal price,txn amt,total asset,latest high,+-,trigger
2023-01-12,33.18007812500218,73,123.55999755859375,9019.879821777344,,,,9053.059899902346,123.55999755859375,,
2023-01-13,33.18007812500218,73,122.4000015258789,8935.20011138916,,,,8968.380189514162,123.55999755859375,,
2023-01-17,33.18007812500218,73,131.49000549316406,9598.770401000977,,,,9631.950479125979,131.49000549316406,,
2023-01-18,33.18007812500218,73,128.77999877929688,9400.939910888672,,,,9434.119989013674,131.49000549316406,,
2023-01-19,33.18007812500218,73,127.16999816894531,9283.409866333008,,,,9316.58994445801,131.49000549316406,,
2023-01-20,33.18007812500218,73,133.4199981689453,9739.659866333008,,,,9772.83994445801,133.4199981689453,,
2023-01-23,33.18007812500218,73,143.75,10493.75,,,,10526.930078125002,143.75,,
2023-01-24,33.18007812500218,73,143.88999938964844,10503.969955444336,,,,10537.150033569338,143.88999938964844,,
2023-01-25,33.18007812500218,73,144.42999267578125,10543.389465332031,,,,10576.569543457033,144.42999267578125,,
2023-01-26,33.18007812500218,73,160.27000427246094,11699.710311889648,,,,11732.89039001465,160.27000427246094,,
2023-01-27,33.18007812500218,73,177.89999389648438,12986.69955444336,,,,13019.879632568362,177.89999389648438,,
2023-01-30,12370.180078125002,0,166.66000366210938,0.0,Action.SELL,169.0,12337.0,12370.180078125002,177.89999389648438,0.371530582095182,trail stop
2023-01-31,12370.180078125002,0,173.22000122070312,0.0,,,,12370.180078125002,,,
2023-02-01,12370.180078125002,0,181.41000366210938,0.0,,,,12370.180078125002,,,
2023-02-02,12370.180078125002,0,188.27000427246094,0.0,,,,12370.180078125002,,,
2023-02-03,12370.180078125002,0,189.97999572753906,0.0,,,,12370.180078125002,,,
2023-02-06,12370.180078125002,0,194.75999450683594,0.0,,,,12370.180078125002,,,
2023-02-07,12370.180078125002,0,196.80999755859375,0.0,,,,12370.180078125002,,,
2023-02-08,12370.180078125002,0,201.2899932861328,0.0,,,,12370.180078125002,,,
2023-02-09,12370.180078125002,0,207.32000732421875,0.0,,,,12370.180078125002,,,
2023-02-10,12370.180078125002,0,196.88999938964844,0.0,,,,12370.180078125002,,,
2023-02-13,12370.180078125002,0,194.63999938964844,0.0,,,,12370.180078125002,,,
2023-02-14,24.430078125002183,59,209.25,12345.75,Action.BUY,209.25,12345.75,12370.180078125002,,,
2023-02-15,24.430078125002183,59,214.24000549316406,12640.16032409668,,,,12664.590402221682,214.24000549316406,,
2023-02-16,12032.110078125002,0,202.0399932861328,0.0,Action.SELL,203.52,12007.68,12032.110078125002,214.24000549316406,-0.02738351254480282,trail stop
2023-02-17,12032.110078125002,0,208.30999755859375,0.0,,,,12032.110078125002,,,
2023-02-21,12032.110078125002,0,197.3699951171875,0.0,,,,12032.110078125002,,,
2023-02-22,12032.110078125002,0,200.86000061035156,0.0,,,,12032.110078125002,,,
2023-02-23,12032.110078125002,0,202.07000732421875,0.0,,,,12032.110078125002,,,
2023-02-24,12032.110078125002,0,196.8800048828125,0.0,,,,12032.110078125002,,,
2023-02-27,12032.110078125002,0,207.6300048828125,0.0,,,,12032.110078125002,,,
2023-02-28,12032.110078125002,0,205.7100067138672,0.0,,,,12032.110078125002,,,
2023-03-01,12032.110078125002,0,202.77000427246094,0.0,,,,12032.110078125002,,,
2023-03-02,12032.110078125002,0,190.89999389648438,0.0,,,,12032.110078125002,,,
2023-03-03,12032.110078125002,0,197.7899932861328,0.0,,,,12032.110078125002,,,
2023-03-06,12032.110078125002,0,193.80999755859375,0.0,,,,12032.110078125002,,,
2023-03-07,12032.110078125002,0,187.7100067138672,0.0,,,,12032.110078125002,,,
2023-03-08,12032.110078125002,0,182.0,0.0,,,,12032.110078125002,,,
2023-03-09,12032.110078125002,0,172.9199981689453,0.0,,,,12032.110078125002,,,
2023-03-10,12032.110078125002,0,173.44000244140625,0.0,,,,12032.110078125002,,,
2023-03-13,12032.110078125002,0,174.47999572753906,0.0,,,,12032.110078125002,,,
2023-03-14,12032.110078125002,0,183.25999450683594,0.0,,,,12032.110078125002,,,
2023-03-15,12032.110078125002,0,180.4499969482422,0.0,,,,12032.110078125002,,,
2023-03-16,12032.110078125002,0,184.1300048828125,0.0,,,,12032.110078125002,,,
2023-03-17,12032.110078125002,0,180.1300048828125,0.0,,,,12032.110078125002,,,
2023-03-20,12032.110078125002,0,183.25,0.0,,,,12032.110078125002,,,
2023-03-21,12032.110078125002,0,197.5800018310547,0.0,,,,12032.110078125002,,,
2023-03-22,12032.110078125002,0,191.14999389648438,0.0,,,,12032.110078125002,,,
2023-03-23,12032.110078125002,0,192.22000122070312,0.0,,,,12032.110078125002,,,
2023-03-24,12032.110078125002,0,190.41000366210938,0.0,,,,12032.110078125002,,,
2023-03-27,12032.110078125002,0,191.80999755859375,0.0,,,,12032.110078125002,,,
2023-03-28,12032.110078125002,0,189.19000244140625,0.0,,,,12032.110078125002,,,
2023-03-29,11.549775390627474,62,193.8800048828125,12020.560302734375,Action.BUY,193.8800048828125,12020.560302734375,12032.110078125002,,,
2023-03-30,11.549775390627474,62,195.27999877929688,12107.359924316406,,,,12118.909699707034,195.27999877929688,,
2023-03-31,11.549775390627474,62,207.4600067138672,12862.520416259766,,,,12874.070191650393,207.4600067138672,,
2023-04-03,12230.509775390628,0,194.77000427246094,0.0,Action.SELL,197.08,12218.960000000001,12230.509775390628,207.4600067138672,0.016505029072604448,trail stop
2023-04-04,12230.509775390628,0,192.5800018310547,0.0,,,,12230.509775390628,,,
2023-04-05,12230.509775390628,0,185.52000427246094,0.0,,,,12230.509775390628,,,
2023-04-06,12230.509775390628,0,185.05999755859375,0.0,,,,12230.509775390628,,,
2023-04-10,12230.509775390628,0,184.50999450683594,0.0,,,,12230.509775390628,,,
2023-04-11,12230.509775390628,0,186.7899932861328,0.0,,,,12230.509775390628,,,
2023-04-12,12230.509775390628,0,180.5399932861328,0.0,,,,12230.509775390628,,,
2023-04-13,12230.509775390628,0,185.89999389648438,0.0,,,,12230.509775390628,,,
2023-04-14,12230.509775390628,0,185.0,0.0,,,,12230.509775390628,,,
2023-04-17,12230.509775390628,0,187.0399932861328,0.0,,,,12230.509775390628,,,
2023-04-18,12230.509775390628,0,184.30999755859375,0.0,,,,12230.509775390628,,,
2023-04-19,12230.509775390628,0,180.58999633789062,0.0,,,,12230.509775390628,,,
2023-04-20,12230.509775390628,0,162.99000549316406,0.0,,,,12230.509775390628,,,
2023-04-21,12230.509775390628,0,165.0800018310547,0.0,,,,12230.509775390628,,,
2023-04-24,12230.509775390628,0,162.5500030517578,0.0,,,,12230.509775390628,,,
2023-04-25,12230.509775390628,0,160.6699981689453,0.0,,,,12230.509775390628,,,
2023-04-26,12230.509775390628,0,153.75,0.0,,,,12230.509775390628,,,
2023-04-27,12230.509775390628,0,160.19000244140625,0.0,,,,12230.509775390628,,,
2023-04-28,12230.509775390628,0,164.30999755859375,0.0,,,,12230.509775390628,,,
2023-05-01,12230.509775390628,0,161.8300018310547,0.0,,,,12230.509775390628,,,
2023-05-02,12230.509775390628,0,160.30999755859375,0.0,,,,12230.509775390628,,,
2023-05-03,12230.509775390628,0,160.61000061035156,0.0,,,,12230.509775390628,,,
2023-05-04,12230.509775390628,0,161.1999969482422,0.0,,,,12230.509775390628,,,
2023-05-05,12230.509775390628,0,170.05999755859375,0.0,,,,12230.509775390628,,,
2023-05-08,12230.509775390628,0,171.7899932861328,0.0,,,,12230.509775390628,,,
2023-05-09,12230.509775390628,0,169.14999389648438,0.0,,,,12230.509775390628,,,
2023-05-10,12230.509775390628,0,168.5399932861328,0.0,,,,12230.509775390628,,,
2023-05-11,12230.509775390628,0,172.0800018310547,0.0,,,,12230.509775390628,,,
2023-05-12,12230.509775390628,0,167.97999572753906,0.0,,,,12230.509775390628,,,
2023-05-15,12230.509775390628,0,166.35000610351562,0.0,,,,12230.509775390628,,,
2023-05-16,12230.509775390628,0,166.52000427246094,0.0,,,,12230.509775390628,,,
2023-05-17,12230.509775390628,0,173.86000061035156,0.0,,,,12230.509775390628,,,
2023-05-18,12230.509775390628,0,176.88999938964844,0.0,,,,12230.509775390628,,,
2023-05-19,12230.509775390628,0,180.13999938964844,0.0,,,,12230.509775390628,,,
2023-05-22,12230.509775390628,0,188.8699951171875,0.0,,,,12230.509775390628,,,
2023-05-23,12230.509775390628,0,185.77000427246094,0.0,,,,12230.509775390628,,,
2023-05-24,12230.509775390628,0,182.89999389648438,0.0,,,,12230.509775390628,,,
2023-05-25,12230.509775390628,0,184.47000122070312,0.0,,,,12230.509775390628,,,
2023-05-26,60.79989074707373,63,193.1699981689453,12169.709884643555,Action.BUY,193.1699981689453,12169.709884643555,12230.509775390628,,,
2023-05-30,60.79989074707373,63,201.16000366210938,12673.08023071289,,,,12733.880121459964,201.16000366210938,,
2023-05-31,60.79989074707373,63,203.92999267578125,12847.589538574219,,,,12908.389429321292,203.92999267578125,,
2023-06-01,60.79989074707373,63,207.52000427246094,13073.760269165039,,,,13134.560159912113,207.52000427246094,,
2023-06-02,60.79989074707373,63,213.97000122070312,13480.110076904297,,,,13540.90996765137,213.97000122070312,,
2023-06-05,60.79989074707373,63,217.61000061035156,13709.430038452148,,,,13770.229929199222,217.61000061035156,,
2023-06-06,60.79989074707373,63,221.30999755859375,13942.529846191406,,,,14003.32973693848,221.30999755859375,,
2023-06-07,60.79989074707373,63,224.57000732421875,14147.910461425781,,,,14208.710352172855,224.57000732421875,,
2023-06-08,60.79989074707373,63,234.86000061035156,14796.180038452148,,,,14856.979929199222,234.86000061035156,,
2023-06-09,60.79989074707373,63,244.39999389648438,15397.199615478516,,,,15457.99950622559,244.39999389648438,,
2023-06-12,60.79989074707373,63,249.8300018310547,15739.290115356445,,,,15800.090006103519,249.8300018310547,,
2023-06-13,60.79989074707373,63,258.7099914550781,16298.729461669922,,,,16359.529352416996,258.7099914550781,,
2023-06-14,60.79989074707373,63,256.7900085449219,16177.770538330078,,,,16238.570429077152,258.7099914550781,,
2023-06-15,60.79989074707373,63,255.89999389648438,16121.699615478516,,,,16182.49950622559,258.7099914550781,,
2023-06-16,60.79989074707373,63,260.5400085449219,16414.020538330078,,,,16474.820429077154,260.5400085449219,,
2023-06-20,60.79989074707373,63,274.45001220703125,17290.35076904297,,,,17351.150659790044,274.45001220703125,,
2023-06-21,16486.159890747076,0,259.4599914550781,0.0,Action.SELL,260.72,16425.36,16486.159890747076,274.45001220703125,0.3496919939501987,trail stop
2023-06-22,16486.159890747076,0,264.6099853515625,0.0,,,,16486.159890747076,,,
2023-06-23,16486.159890747076,0,256.6000061035156,0.0,,,,16486.159890747076,,,
2023-06-26,16486.159890747076,0,241.0500030517578,0.0,,,,16486.159890747076,,,
2023-06-27,16486.159890747076,0,250.2100067138672,0.0,,,,16486.159890747076,,,
2023-06-28,16486.159890747076,0,256.239990234375,0.0,,,,16486.159890747076,,,
2023-06-29,16486.159890747076,0,257.5,0.0,,,,16486.159890747076,,,
2023-06-30,16486.159890747076,0,261.7699890136719,0.0,,,,16486.159890747076,,,
2023-07-03,16486.159890747076,0,279.82000732421875,0.0,,,,16486.159890747076,,,
2023-07-05,16486.159890747076,0,282.4800109863281,0.0,,,,16486.159890747076,,,
2023-07-06,16486.159890747076,0,276.5400085449219,0.0,,,,16486.159890747076,,,
2023-07-07,16486.159890747076,0,274.42999267578125,0.0,,,,16486.159890747076,,,
2023-07-10,16486.159890747076,0,269.6099853515625,0.0,,,,16486.159890747076,,,
2023-07-11,16486.159890747076,0,269.7900085449219,0.0,,,,16486.159890747076,,,
2023-07-12,16486.159890747076,0,271.989990234375,0.0,,,,16486.159890747076,,,
2023-07-13,16486.159890747076,0,277.8999938964844,0.0,,,,16486.159890747076,,,
2023-07-14,16486.159890747076,0,281.3800048828125,0.0,,,,16486.159890747076,,,
2023-07-17,16486.159890747076,0,290.3800048828125,0.0,,,,16486.159890747076,,,
2023-07-18,16486.159890747076,0,293.3399963378906,0.0,,,,16486.159890747076,,,
2023-07-19,16486.159890747076,0,291.260009765625,0.0,,,,16486.159890747076,,,
2023-07-20,16486.159890747076,0,262.8999938964844,0.0,,,,16486.159890747076,,,
2023-07-21,16486.159890747076,0,260.0199890136719,0.0,,,,16486.159890747076,,,
2023-07-24,16486.159890747076,0,269.05999755859375,0.0,,,,16486.159890747076,,,
2023-07-25,16486.159890747076,0,265.2799987792969,0.0,,,,16486.159890747076,,,
2023-07-26,16486.159890747076,0,264.3500061035156,0.0,,,,16486.159890747076,,,
2023-07-27,16486.159890747076,0,255.7100067138672,0.0,,,,16486.159890747076,,,
2023-07-28,16486.159890747076,0,266.44000244140625,0.0,,,,16486.159890747076,,,
2023-07-31,16486.159890747076,0,267.42999267578125,0.0,,,,16486.159890747076,,,
2023-08-01,16486.159890747076,0,261.07000732421875,0.0,,,,16486.159890747076,,,
2023-08-02,16486.159890747076,0,254.11000061035156,0.0,,,,16486.159890747076,,,
2023-08-03,16486.159890747076,0,259.32000732421875,0.0,,,,16486.159890747076,,,
2023-08-04,16486.159890747076,0,253.86000061035156,0.0,,,,16486.159890747076,,,
2023-08-07,16486.159890747076,0,251.4499969482422,0.0,,,,16486.159890747076,,,
2023-08-08,16486.159890747076,0,249.6999969482422,0.0,,,,16486.159890747076,,,
2023-08-09,16486.159890747076,0,242.19000244140625,0.0,,,,16486.159890747076,,,
2023-08-10,16486.159890747076,0,245.33999633789062,0.0,,,,16486.159890747076,,,
2023-08-11,16486.159890747076,0,242.64999389648438,0.0,,,,16486.159890747076,,,
2023-08-14,16486.159890747076,0,239.75999450683594,0.0,,,,16486.159890747076,,,
2023-08-15,16486.159890747076,0,232.9600067138672,0.0,,,,16486.159890747076,,,
2023-08-16,16486.159890747076,0,225.60000610351562,0.0,,,,16486.159890747076,,,
2023-08-17,16486.159890747076,0,219.22000122070312,0.0,,,,16486.159890747076,,,
2023-08-18,16486.159890747076,0,215.49000549316406,0.0,,,,16486.159890747076,,,
2023-08-21,16486.159890747076,0,231.27999877929688,0.0,,,,16486.159890747076,,,
2023-08-22,16486.159890747076,0,233.19000244140625,0.0,,,,16486.159890747076,,,
2023-08-23,16486.159890747076,0,236.86000061035156,0.0,,,,16486.159890747076,,,
2023-08-24,16486.159890747076,0,230.0399932861328,0.0,,,,16486.159890747076,,,
tsla: trail stop=0.05, fixed stop loss=0.03, profit target=None
BuyptFilter.RISING_PEAK, BuyptFilter.CONVERGING_DROP, 
revenue: ,64.86%, 6486.16
revenue if buy and hold: ,-22.19%, -2218.81
no. of trade: ,7
